0,Arafat #39;s condition improves An aide to Yasser Arafat said yesterday that the Palestinian leader #39;s condition was improving after treatment by doctors in Paris.
0,"Head of UN nuclear watchdog arrives in South Korea SEOUL, South Korea The head of the UN nuclear watchdog says although the nuclear experiments South Korea performed years ago were small, his agency needs to make sure they don #39;t happen again."
0,Downer to begin nuclear talks FOREIGN Minister Alexander Downer will today begin talks with North Korean officials to try to convince the communist state to drop its nuclear weapons program. 
1,UN to Increase Its Staff in Iraq for Elections The United Nations announced Wednesday that it was expanding its presence in Iraq outside Baghdad to the cities of Erbil in the Kurdish north and Basra in the south 
1,Southern Africa: Zim Election Group Welcomes SADC Guidelines The Zimbabwe Elections Support Network (ZESN) has welcomed the adoption of guidelines for holding democratic elections at the Southern African Development Community (SADC) summit in Mauritius this week. 
1,"AFGHAN OPIUM GROWING UP TWO THIRDS Opium cultivation in Afghanistan leapt by two-thirds this year, according to a new UN report that warns the countrys economy could be forced to rely on poppy growing largely wiped out under the hardline Taliban militia."
0,"Philippine Flood Toll Hits 29, Survivors Hunt Rats Philippine rescue teams evacuated thousands of people from the worst flooding in the central Luzon region since the 1970s as hungry victims hunted rats and birds for food."
0,Italian hostages released There was widespread rejoicing on Tuesday night in Italy at the release of two Italian female aid workers who had been held hostage in Iraq.
1,"India tests missile before talks India test-launched an Agni II surface-to-surface missile capable of carrying nuclear weapons yesterday. The trial, on the testing range on Wheeler Island off eastern Orissa state, was the third trial of the "
1,"Militants reportedly promise to free kidnapped Western journalist Garen BAGHDAD, Iraq (AP) A top aide to firebrand Shiite cleric Muqtada al-Sadr, who appealed to kidnappers to free a Western journalist, said Friday they had promised to release him. "
0,"At least four Georgian soldiers killed in separatist region clashes (AFP) AFP - At least four Georgian soldiers were killed and five wounded in overnight clashes in Georgia's separatist, pro-Russian region of South Ossetia, Georgian officers near the frontline with Ossetian forces said early Thursday."
0,"Powerful drug kingpin extradited to US Drug kingpin Gilberto Rodriguez Orejuela, wearing handcuffs and a bulletproof vest, flew late Friday aboard US government plane for trial in the United States, becoming the most powerful Colombian trafficker to ever be extradited "
1,"Pentagon Restores Voting Web Site Access (AP) AP - The Pentagon has restored access to a Web site that assists soldiers and other Americans living overseas in voting, after receiving complaints that its security measures were preventing legitimate voters from using it."
0,"Chilean judge charges Pinochet Chile's former President Augusto Pinochet is charged with murder and kidnapping, but his house arrest is lifted."
0,"Jazeera: Iraq Militants Kill Two Macedonia Hostages A militant group in Iraq said it had killed two Macedonian hostages it accused of spying for the United States, Arabic television Al Jazeera reported Monday."
1,"Official: Yukos Sale Won't Impact Output (AP) AP - The planned sale of oil giant Yukos' main pumping unit to pay off the parent company's back taxes won't affect production, Russia's energy minister was quoted Tuesday in news reports."
0,"A Look at U.S. Military Deaths in Iraq (AP) AP - As of Monday, Aug. 16, 935 U.S. service members have died since the beginning of military operations in Iraq in March 2003, according to the Defense Department. Of those, 697 died as a result of hostile action and 238 died of non-hostile causes."
0,"Strong quake rocks north-east Taiwan A strong earthquake in the Pacific Ocean off Taiwan has rocked the island #39;s north-east, damaging buildings and injuring several people, according to officials."
0,"Blair pledges over Bigley captors Tony Blair says the government would respond ""immediately"" if Ken Bigley's captors make contact."
0,"Power failure hits Bahrain A total power blackout has hit Bahrain, leaving the entire country without electricity and air conditioning at a time when temperatures have risen above 50C."
1,"Death Toll Varies in Blast at Sinai Resort TABA, Egypt - A car bomb and a suicide bomber tore through a resort hotel in Egypt's Sinai Peninsula where Israelis were vacationing at the end of a Jewish holiday Thursday night. Estimates of the death toll ranged from 19 to about 60..."
1,"Qureia condemns Tel Aviv attack Palestinian Prime Minister Ahmed Qureia denounced Monday #39;s suicide attack in Tel Aviv, dismissing fears it might endanger Yasser Arafat #39;s return to Ramallah."
0,"Afghan Blast Has Alarming Implications  NAIK NAM, Afghanistan -- Saher Gul was chalking a long division lesson on the blackboard of his two-room village school. Twenty-five boys, ages 9 to 19, were sitting cross-legged on the dirt floor. Suddenly the earthen walls and ceiling exploded and collapsed, smothering the class in a mountain of rubble."
0,Leader Offers Fresh Election For Ukrainians Government unity seemed to crumble as the president proposed a new election and the Supreme Court heard complaints of fraud.
0,Lawmakers seek to mandate Dutch-trained Muslim clerics THE HAGUE -- The Dutch parliament asked the government yesterday to draft legislation compelling mosques to employ only imams who have studied Islamic religion in the Netherlands.
1,Impotence Rules in the UN Response Rarely has the impotence of the international community #39;s response to the crisis in Sudan #39;s Darfur province been so exposed as during the past week.
0,More BA flights cancelled British Airways passengers at Heathrow Airport have suffered further travel disruption with two more flights cancelled due to  quot;technical quot; problems.
0,"UN agency agrees to police Iranian enrichment freeze as US voices &lt;b&gt;...&lt;/b&gt; VIENNA, Austria - The UN nuclear agency agreed on ways to police Irans suspension of some nuclear programs, but a US official said Washington might still try to take the case to the Security Council."
0,"Voters May Change Calif., Wash. Primaries (AP) AP - In a testament to the independent streak of Western voters, Washington and California are considering dumping political party primaries."
0,"John Kerry Explains War Funding Vote (AP) AP - On the eve of a foreign policy debate with President Bush, Democratic presidential candidate John Kerry said in an interview that his explanation of why he voted in favor of additional funding for the war in Iraq before voting against it was ""one of those inarticulate moments"" in the campaign."
1,"Mount St. Helens Releasing Steam After Days of Quakes After a week of gentle rumblings, Mount St. Helens broke open today with a small eruption shortly after noon Pacific time, tossing up a plume of ash and smoke."
0,"Armed militia raises concern for refugees returning to Darfur (Canadian Press) Canadian Press - GENEINA, Sudan (CP) - Armed militiamen surged into a western border area where some Darfur refugees attempted to return to their raided village, United Nations security officials said Sunday, raising further concern about how quickly 1.4 million displaced Sudanese could return home safely."
1,"Blair Delivers Crucial Party Speech Under Iraq Cloud  BRIGHTON, England (Reuters) - Britain's Tony Blair faces  one of the trickiest speeches of his career on Tuesday, seeking  to win back his Labour Party after rifts over Iraq and spell  out new policies to set up next year's re-election bid."
0,"Indian PM Singh: Peace Talks With Pakistan Making Progress Indian Prime Minister Manmohan Singh says his nation is working toward a  quot;mutually acceptable solution quot; to all outstanding issues with Pakistan, including disputed Kashmir."
1,"Turkey Says EU 'Homework Done,' Green Light Ahead  BERLIN (Reuters) - Turkey declared that it had fulfilled  all the political criteria for membership talks with the  European Union on Sunday, three days before a recommendation  from the EU's executive that will give Ankara a green light."
1,"Colombia destroys stockpiled land mines COLOMBIA: In eight thunderous explosions, Colombia blew up its remaining 6,800 stockpiled land mines, winning the praise of Jordans visiting Queen Noor who said the move took courage given that the nation is still fighting an internal conflict."
0,"Surviving Haitians pray for 1,500 killed by Jeanne; more The general in charge of UN peacekeepers in Haiti is critical of the slow pace of aid getting to hungry and sick residents, many left homeless by flooding."
0,"SWAPO Declared Winner in Namibia Election Namibia #39;s ruling SWAPO party scored an overwhelming victory in official election results on Sunday, bolstering the former guerrilla movement as it grapples with sensitive issues such as land reform."
0,Russia 'impeded media' in Beslan The OSCE condemns Russia's handling of the media during the bloody Beslan school siege.
0,"US hostage wife pleads for mercy BBC, London, September 19: The wife of an American taken hostage with two others in Baghdad has appealed on television for their release."
0,"Chechen charged over siege RUSSIAN prosecutors charged a Chechen man with terrorism and murder in connection with the deadly hostage-taking at a school in southern Russia, the Interfax news agency reported today."
2,"Car Bombs Kill 24, Wound Over 100 in Iraq (AP) AP - Insurgents unleashed a pair of powerful car bombs Monday near the symbol of U.S. authority in Iraq  #151; the Green Zone, where the U.S. Embassy and key government offices are located  #151; and hotels occupied by hundreds of foreigners. Two other explosions brought the day's bombing toll to at least 24 dead and more than 100 wounded."
0,"Egyptians Test Waters in Anticipation of Reform Mubarak's government tolerates registered opposition groups, but many unofficial organizations have begun operating since the late 1990s."
1,"Bush, Kerry Tentatively OK Three Debates NEW YORK - The campaigns of President Bush and Sen. John Kerry tentatively have agreed to a series of three debates that both sides hope will give them momentum in the closing weeks of the presidential election campaign, a person familiar with the debate negotiations said Sunday night..."
0,"Gaza militants seize government building GAZA CITY, Gaza Strip -- Palestinian gunmen seized the governor #39;s office in a southern city on Sunday, demanding aid for families left homeless by an Israeli military operation, witnesses said."
0,Abu Hamza in court Radical Muslim cleric Abu Hamza al-Masri has appeared via video-link at the Old Bailey on charges of stirring up racial hatred and urging murder of non-believers.
0,"G7 states to write off \$33 billion Iraqi debt BERLIN: The United States, Germany and other G7 nations agreed yesterday to write off up to 80 per cent or \$33 billion of Iraq #39;s Paris Club debt, which could pave the way for a wider international accord, officials said."
1,"Report: S.Korea Says U.S. to Delay Troops (AP) AP - The United States has agreed to delay the planned withdrawal of 12,500 troops from South Korea by three years to 2008, a news agency reported Wednesday."
